lore_text,mechanics_text
"Iron Gaoler — Elites of Oath/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Chain Tyrant — Elites of Veil/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Moonblade Captain — Elites of Stone/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Pit Enforcer — Elites of Veil/Eye Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Silver Mask Judge — Elites of Stone/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Eclipse Hierophant — Elites of Stone/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Void Augur — Elites of Stone/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Blood Moon Prophet — Elites of Eye/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Chained Seer — Elites of Veil/Oath Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Ashen Oracle — Elites of Eye/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Crescent Duelist — Elites of Oath/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Ironclad Gladiator — Elites of Stone/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Bloodspiller — Elites of Stone/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Chainfighter — Elites of Oath/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Bonebreaker — Elites of Veil/Oath Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Crater Brute — Elites of Eye/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Moonspawn Horror — Elites of Veil/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Shadow Hulk — Elites of Stone/Eye Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Lunar Abomination — Elites of Oath/Eye Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Crystal Reaver — Elites of Eye/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Void Herald — Elites of Veil/Oath Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Eclipse Warlock — Elites of Oath/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Hollow Bishop — Elites of Wind/Oath Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Wind/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Chain Pontiff — Elites of Eye/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Ash Bishop — Elites of Eye/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Blade Dancer — Elites of Eye/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Blood Arena Lord — Elites of Wind/Eye Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Wind/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Pit Beastmaster — Elites of Stone/Oath Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Skullcrusher — Elites of Veil/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Crystal Knight — Elites of Stone/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Prism Lancer — Elites of Oath/Eye Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Gleam Sorcerer — Elites of Eye/Stone Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Shard Brute — Elites of Wind/Oath Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Wind/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Crystal Stalker — Elites of Oath/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Void Knight — Elites of Eye/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Shadow Assassin — Elites of Veil/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Hollow Beast — Elites of Stone/Eye Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Eclipse Wraith — Elites of Eye/Oath Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Void Devourer — Elites of Oath/Stone Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Ash Gladiator Lord — Elites of Wind/Stone Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Wind/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Canyon Marauder King — Elites of Eye/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Bone Raider Lord — Elites of Wind/Eye Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Wind/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Ash Nomad Chieftain — Elites of Eye/Stone Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Ash High Priest — Elites of Oath/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Glyph Knight — Elites of Eye/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Halo Paladin — Elites of Eye/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Crystal Vanguard — Elites of Eye/Oath Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Obsidian Berserker — Elites of Veil/Stone Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Oath Champion — Elites of Wind/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Wind/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Blood Hierophant — Elites of Eye/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Rune Exarch — Elites of Stone/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Halo Prelate — Elites of Veil/Oath Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Void Inquisitor — Elites of Eye/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Obelisk General — Elites of Wind/Eye Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Wind/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Golden Strategos — Elites of Eye/Oath Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Rune Captain — Elites of Veil/Stone Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Halo Commander — Elites of Eye/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Void Centurion — Elites of Oath/Eye Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Crystal Colossus — Elites of Oath/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Oath Leviathan — Elites of Eye/Oath Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Halo Seraph — Elites of Wind/Eye Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Wind/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Ash Hierarch — Elites of Oath/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Rune Pontiff — Elites of Oath/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Halo Exemplar — Elites of Stone/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Void Exarch — Elites of Oath/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Crystal General — Elites of Wind/Eye Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Wind/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Golden Strategist — Elites of Eye/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Obelisk Warden — Elites of Oath/Stone Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Rune Marshal — Elites of Oath/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Halo Praetor — Elites of Eye/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Bone Horror King — Elites of Stone/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
