card_id,card_name,field,reason,recommended_source
547,Void Leech,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
548,Void Hymnist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
549,Void Horror,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
550,Tunnel Spider,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
551,Tunnel Crawler,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
552,Trap Setter,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
553,Toxin Whisperer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
554,Tomb Scrivener,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
555,Taxlord Balash,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
556,Tax Shade,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
557,Tax Enforcer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
558,Tablet Binder,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
559,Spore Drudge,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
560,Spear Watch,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
561,Soul Drinker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
562,Sludge Slime,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
563,Slime Lizard,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
564,Slave Hunter,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
565,Slave Champion,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
566,Silver Rat,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
567,Siege Ox,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
568,Siege Idol,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
569,Shield Twins,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
570,Shardback Boar,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
571,Shadow Knifebearer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
572,Shadow Eel,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
573,Shadow Binder,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
574,Shackled Wraith,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
575,Shackled Ghoul,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
576,Shacklebearer Guard,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
577,Sewer Leech,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
578,Serpent Queen,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
579,Screamer Wraith,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
580,Scorpion Queen,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
581,Scorpion King,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
582,Scorpion Alchemist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
583,Sand Wormling,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
584,Sand Oracle,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
585,Sand Mirage,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
586,Sand Hyena,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
587,Sand Golem,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
588,Sand Archivist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
589,Rust Slug,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
590,Rust Mite,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
591,Rune Husk,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
592,Rune Horror,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
593,Rune Centipede,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
594,Rockgnasher Beast,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
595,River Wolf,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
596,River Warlord,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
597,River Titan,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
598,River Raider,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
599,Reed Serpent,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
600,Reed Leviathan,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
601,Reed Brewmaster,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
602,Plague Drummer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
603,Plague Bat,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
604,Pit Jailer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
605,Pit Houndmaster,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
606,Pit Guard,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
607,Pit Ghoul,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
608,Pit Fighter,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
609,Pit Champion,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
610,Pike Slave,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
611,Pale Stalker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
612,Pale Prophet,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
613,Pale Ghast,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
614,Oil Hydra,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
615,Obsidian Lion,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
616,Obsidian Helm,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
617,Oathkeeper Ghost,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
618,Oath Spawn,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
619,Oath Singer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
620,Oasis Thief,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
621,Night Prowler,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
622,Mud Rat,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
623,Moonfang Wolf,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
624,Moon Idol,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
625,Moon Acolyte,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
626,Mirror Reed,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
627,Masked Slayer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
628,Masked King,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
629,Marsh Toad,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
630,Marsh Stalker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
631,Marsh Phantom,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
632,Marsh Cutthroat,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
633,Ledger Bearer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
634,Lash Overseer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
635,Lash Captain,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
636,Lantern Shade,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
637,Knife Zealot,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
638,Jackal Alpha,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
639,Ironbound Horror,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
640,Iron Lash,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
641,Iron Juggernaut,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
642,Ink Tongue,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
643,Idol Shade,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
644,Idol Servant,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
645,Idol Puppeteer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
646,Idol Chanter,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
647,Hymncaller Priest,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
648,Hyena Matron,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
649,Howling Fiend,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
650,Hollow Tick,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
651,Hill Ram,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
652,Hill Raider,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
653,High Priest,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
654,Halo Spawn,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
655,Halo Husk,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
656,Golden Whip,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
657,Gold Spider,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
658,Gold Captain,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
659,Glyph Ghoul,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
660,Glow Beetle,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
661,Glass Weaver,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
662,Glass Mite,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
663,Furnace Caller,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
664,Fungus Mite,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
665,Fungus Creeper,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
666,Frog Mother,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
667,Fire Sapper,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
668,Fire Ram,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
669,Fire Jackal,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
670,Fire Beetle,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
671,Fire Bearer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
672,Fire Ashling,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
673,Filth King,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
674,False Prophet,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
675,Fallen Priest,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
676,Exiled Gladiator,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
677,Enlil Vessel,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
678,Ember Masker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
679,Eclipse Revenant,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
680,Eclipse Drone,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
681,Eclipse Chanter,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
682,Echo Voice,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
683,Dust Rider,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
684,Dust Librarian,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
685,Dusk Serpent,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
686,Drowned Archivist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
687,Dog Breaker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
688,Desert Vulture,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
689,Desert Viper,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
690,Desert Jackal,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
691,Desert Hawk,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
692,Desert Boar,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
693,Cuneiform Shade,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
694,Crystal Wasp,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
695,Crystal Louse,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
696,Crystal Gnat,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
697,Crocodile Warlord,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
698,Crimson Youth,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
699,Crater Rat,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
700,Crater Lurker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
701,Corpse Beetle,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
702,Collapse Worker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
703,Cistern Horror,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
704,Chittering Bat,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
705,Chanter Priest,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
706,Chant Twins,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
707,Chain Warden,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
708,Chain Thrower,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
709,Chain Marshal,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
710,Chain Keeper,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
711,Chain Drudge,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
712,Chain Automaton,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
713,Caravan Breaker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
714,Canal Thief,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
715,Canal Lamprey,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
716,Bronze Spear,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
717,Bronze Shield,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
718,Bronze Sentinel,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
719,Bronze Gaoler,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
720,Bronze Colossus,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
721,Bronze Automaton,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
722,Broken Scribe,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
723,Bonebound Spirit,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
724,Bone Queen,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
725,Bone Jackal,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
726,Bone Gnawer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
727,Bone Eater,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
728,Bone Choir,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
729,Bone Chariot,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
730,Bone Centipede,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
731,Bone Caller,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
732,Bog Crocodile,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
733,Blood Prophet,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
734,Blood Plucker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
735,Blood Keeper,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
736,Blood Evoker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
737,Blood Duelist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
738,Blood Acolyte,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
739,Blind Crawler,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
740,Ash Spiderling,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
741,Ash Servitor,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
742,Ash Scorpion,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
743,Ash Rider,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
744,Ash Rat,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
745,Ash Priest,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
746,Ash Phantom,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
747,Ash Oracle,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
748,Ash Novice,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
749,Ash Locust,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
750,Ash Horror,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
751,Ash Binder,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
752,Ash Beetle,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
753,Arena Brute,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
754,Abyssal Archivist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
