card_id,card_slug,card_name,set_code,card_number,version_code,is_reprint,source_card_id,card_family,owner_faction,rarity,subtype_primary,subtype_secondary,trait_tags,keyword_tags,is_collectible,is_standard_legal,scenario_only,tutorial_only,is_unique,is_legendary,deck_copy_limit,requires_faction_lock,allowed_splash,legal_player_counts,cost_sinew,cost_sigil,cost_oath,upkeep_oath,cost_scaling_rule,cost_scaling_value,heat_cost,stone,veil,authority,vitality,guard,first_strike,initiative,can_attack,can_support,support_value_rule,wound_threshold,supports_wounded_state,supports_downed_state,supports_bound_state,supports_defeated_state,downed_marker_type,counts_for_field_control_when_downed,counts_for_field_control_when_defeated,occupies_slot_when_downed,occupies_slot_when_defeated,targetable_when_downed,targetable_when_defeated,capturable_when_downed,capturable_when_defeated,auto_restore_rounds_if_defeated,defeated_restore_destination_primary,defeated_restore_destination_fallback,play_timing,timing_class,legal_zones_to_play_from,enters_play_zone,leaves_play_default_destination,trigger_windows,resolution_priority_group,requires_target,target_rule_ref,can_be_played_during_opponent_turn,consumes_play_action,mark_reward_capture,mark_reward_plain_defeat,mark_reward_name_seizure,mark_reward_site_raid,mark_reward_arbitration_no_seizure,score_overlap_rule,is_name_object,is_edict_object,heat_on_install,heat_on_rewrite_rule,heat_on_support,heat_spend_allowed,heat_spend_use_tags,arbitration_bid_enabled,arbitration_success_options,arbitration_tie_rule,supports_injunctions,field_relevance,line_relevance,geasa_relevance,field_tag_affinity,site_control_relevant,objective_control_relevant,ready_combat_unit_for_control,blocks_slot_when_present,boss_trial_required,boss_trial_axes_required,boss_trial_repeat_counts,boss_capturable_before_trial_complete,boss_stance_start,boss_stance_progression,boss_has_aura,boss_has_retaliation,boss_mark_reward_capture,site_type,site_raid_enabled,raid_condition_ref,raid_reward_marks,site_generates_sigil_income,name_scope,name_persistent,name_install_heat,name_rewrite_heat_rule,name_arbitrable,edict_one_shot,edict_window_tags,edict_persists_after_resolution,host_sigil_unique_slot,host_sigil_control_relevant,host_sigil_generates_sigil_income,pet_support_specialist,pet_faceoff_eligible,relic_persistent,relic_row_slot_type,rules_text,rules_summary_short,lore_text,ui_badge_tags,search_tags,art_prompt_ref,render_template_ref,asset_package_ref,front_visual_family,back_visual_family,ultra_visual_override,export_enabled
314,golden-rat,Golden Rat,KK1,314,base,False,,Character,BorderstoneGuild,Common,Mars bestiary,Fungalid,"Mars bestiary,Fungalid,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,1,1,3,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Golden Rat,Character,Common,Mars bestiary,Fungalid,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
315,golden-hoplite,Golden Hoplite,KK1,315,base,False,,Character,UnderwellKeepers,Common,Mars bestiary,Toadkin,"Mars bestiary,Toadkin,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,2,0,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Golden Hoplite,Character,Common,Mars bestiary,Toadkin,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
316,glyph-shade,Glyph Shade,KK1,316,base,False,,Character,UnderwellKeepers,Common,Mars bestiary,Raptrine,"Mars bestiary,Raptrine,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,0,3,0,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Glyph Shade,Character,Common,Mars bestiary,Raptrine,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
317,glyph-servant,Glyph Servant,KK1,317,base,False,,Character,SkyloomTemple,Common,Mars bestiary,Jackalite,"Mars bestiary,Jackalite,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,2,2,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Glyph Servant,Character,Common,Mars bestiary,Jackalite,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
318,glass-lizard,Glass Lizard,KK1,318,base,False,,Character,FloodbornPact,Common,Mars bestiary,Lampreed,"Mars bestiary,Lampreed,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,2,1,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Glass Lizard,Character,Common,Mars bestiary,Lampreed,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
319,flame-idol,Flame Idol,KK1,319,base,False,,Character,Fateforge,Common,Mars bestiary,Anunnaki,"Mars bestiary,Anunnaki,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,1,3,1,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Flame Idol,Character,Common,Mars bestiary,Anunnaki,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
320,ember-prophet,Ember Prophet,KK1,320,base,False,,Character,BorderstoneGuild,Common,Mars bestiary,Titanid,"Mars bestiary,Titanid,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,1,2,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Ember Prophet,Character,Common,Mars bestiary,Titanid,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
321,ember-lord,Ember Lord,KK1,321,base,False,,Character,UnderwellKeepers,Common,Mars bestiary,Shadeborn,"Mars bestiary,Shadeborn,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,3,1,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Ember Lord,Character,Common,Mars bestiary,Shadeborn,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
322,dust-wraith,Dust Wraith,KK1,322,base,False,,Character,UnderwellKeepers,Common,Mars bestiary,Automata,"Mars bestiary,Automata,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,1,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Dust Wraith,Character,Common,Mars bestiary,Automata,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
323,dust-titan,Dust Titan,KK1,323,base,False,,Character,UnderwellKeepers,Common,Mars bestiary,Slugborn,"Mars bestiary,Slugborn,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,1,2,1,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Dust Titan,Character,Common,Mars bestiary,Slugborn,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
324,dust-spider,Dust Spider,KK1,324,base,False,,Character,UnderwellKeepers,Common,Mars bestiary,Anunnaki,"Mars bestiary,Anunnaki,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,2,0,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Dust Spider,Character,Common,Mars bestiary,Anunnaki,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
325,dust-phantom,Dust Phantom,KK1,325,base,False,,Character,UnderwellKeepers,Common,Mars bestiary,Scorpid,"Mars bestiary,Scorpid,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,1,2,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Dust Phantom,Character,Common,Mars bestiary,Scorpid,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
326,dust-crawler,Dust Crawler,KK1,326,base,False,,Character,UnderwellKeepers,Common,Mars bestiary,Wyrmling,"Mars bestiary,Wyrmling,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,3,1,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Dust Crawler,Character,Common,Mars bestiary,Wyrmling,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
327,dust-centipede,Dust Centipede,KK1,327,base,False,,Character,UnderwellKeepers,Common,Mars bestiary,Anunnaki,"Mars bestiary,Anunnaki,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,1,1,2,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Dust Centipede,Character,Common,Mars bestiary,Anunnaki,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
328,dune-rider,Dune Rider,KK1,328,base,False,,Character,FloodbornPact,Common,Mars bestiary,Hawkind,"Mars bestiary,Hawkind,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,1,3,1,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Dune Rider,Character,Common,Mars bestiary,Hawkind,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
329,dune-hyena,Dune Hyena,KK1,329,base,False,,Character,SkyloomTemple,Common,Mars bestiary,Hydran,"Mars bestiary,Hydran,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,2,0,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Dune Hyena,Character,Common,Mars bestiary,Hydran,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
330,dune-chieftain,Dune Chieftain,KK1,330,base,False,,Character,BorderstoneGuild,Common,Mars bestiary,Boarine,"Mars bestiary,Boarine,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,2,2,0,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Dune Chieftain,Character,Common,Mars bestiary,Boarine,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
331,crystal-spiderling,Crystal Spiderling,KK1,331,base,False,,Character,Fateforge,Common,Mars bestiary,Anunnaki,"Mars bestiary,Anunnaki,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,2,0,2,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Crystal Spiderling,Character,Common,Mars bestiary,Anunnaki,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
332,crystal-scorpion,Crystal Scorpion,KK1,332,base,False,,Character,FloodbornPact,Common,Mars bestiary,Lampreed,"Mars bestiary,Lampreed,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,2,2,1,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Crystal Scorpion,Character,Common,Mars bestiary,Lampreed,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
333,crystal-rat,Crystal Rat,KK1,333,base,False,,Character,Fateforge,Common,Mars bestiary,Ashling,"Mars bestiary,Ashling,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,1,2,0,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Crystal Rat,Character,Common,Mars bestiary,Ashling,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
334,crystal-basilisk,Crystal Basilisk,KK1,334,base,False,,Character,BorderstoneGuild,Common,Mars bestiary,Idoline,"Mars bestiary,Idoline,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,0,3,1,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Crystal Basilisk,Character,Common,Mars bestiary,Idoline,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
335,crimson-prophetess,Crimson Prophetess,KK1,335,base,False,,Character,FloodbornPact,Common,Mars bestiary,Amphibine,"Mars bestiary,Amphibine,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,3,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Crimson Prophetess,Character,Common,Mars bestiary,Amphibine,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
336,crimson-pontiff,Crimson Pontiff,KK1,336,base,False,,Character,UnderwellKeepers,Common,Mars bestiary,Scorpid,"Mars bestiary,Scorpid,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,1,1,1,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Crimson Pontiff,Character,Common,Mars bestiary,Scorpid,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
337,crimson-khan,Crimson Khan,KK1,337,base,False,,Character,SkyloomTemple,Common,Mars bestiary,Covenant,"Mars bestiary,Covenant,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,1,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Crimson Khan,Character,Common,Mars bestiary,Covenant,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
338,crimson-horror,Crimson Horror,KK1,338,base,False,,Character,SkyloomTemple,Common,Mars bestiary,Dominion,"Mars bestiary,Dominion,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,1,1,3,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Crimson Horror,Character,Common,Mars bestiary,Dominion,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
339,crimson-guard,Crimson Guard,KK1,339,base,False,,Character,FloodbornPact,Common,Mars bestiary,Cistern,"Mars bestiary,Cistern,Mars bestiary",,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,3,1,1,2,0,False,3,True,True,HalfRoundedUp,2,True,True,True,True,Flip,False,False,True,True,True,False,True,False,2,Hand,Deck,Main,Action,Hand,Field,StayFieldDefeated,,0,False,,False,True,1,1,0,0,0,HigherSingleReward,False,False,0,,-1,False,,False,,,False,False,False,False,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,"Character,Common","Crimson Guard,Character,Common,Mars bestiary,Cistern,Mars bestiary",,card front.png,card_images.zip,back_color_character.png,back_background.png,False,True
