card_id,name,card_family,unit_rank,section,rarity,duality,stone,wind,veil,oath,eye,weight,upkeep,initiative_label,initiative_value,guard,first_strike,rules_text,lore_text,id,created_date,updated_date,created_by_id,created_by,is_sample
643,Idol Shade,character,grunt,Grunts,low,Stone/Eye,2,1,1,0,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f09,2026-04-05T21:41:54.630000,2026-04-05T21:41:54.630000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
642,Ink Tongue,character,grunt,Grunts,low,Oath/Stone,2,1,1,2,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f0a,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
641,Iron Juggernaut,character,grunt,Grunts,low,Oath/Veil,0,1,2,3,0,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f0b,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
640,Iron Lash,character,grunt,Grunts,low,Stone/Eye,2,0,1,1,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f0c,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
639,Ironbound Horror,character,grunt,Grunts,low,Stone/Eye,3,0,0,1,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f0d,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
638,Jackal Alpha,character,grunt,Grunts,low,Eye/Oath,0,0,0,2,2,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f0e,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
637,Knife Zealot,character,grunt,Grunts,low,Oath/Veil,1,1,2,2,0,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f0f,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
636,Lantern Shade,character,grunt,Grunts,low,Veil/Eye,1,0,2,1,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f10,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
635,Lash Captain,character,grunt,Grunts,low,Wind/Eye,1,2,1,1,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f11,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
634,Lash Overseer,character,grunt,Grunts,low,Wind/Oath,0,3,1,1,0,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f12,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
633,Ledger Bearer,character,grunt,Grunts,low,Stone/Wind,3,3,1,0,0,3,1,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f13,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
632,Marsh Cutthroat,character,grunt,Grunts,low,Eye/Oath,1,0,0,1,2,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f14,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
631,Marsh Phantom,character,grunt,Grunts,low,Wind/Eye,1,3,1,1,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f15,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
630,Marsh Stalker,character,grunt,Grunts,low,Eye/Oath,1,1,1,2,3,3,1,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f16,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
629,Marsh Toad,character,grunt,Grunts,low,Oath/Eye,1,0,1,2,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f17,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
628,Masked King,character,grunt,Grunts,low,Veil/Stone,2,0,3,0,0,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f18,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
627,Masked Slayer,character,grunt,Grunts,low,Eye/Veil,0,0,2,0,2,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f19,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
626,Mirror Reed,character,grunt,Grunts,low,Wind/Oath,0,2,1,1,0,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f1a,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
625,Moon Acolyte,character,grunt,Grunts,low,Eye/Stone,1,1,0,0,1,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f1b,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
624,Moon Idol,character,grunt,Grunts,low,Veil/Eye,0,1,2,1,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f1c,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
623,Moonfang Wolf,character,grunt,Grunts,low,Oath/Wind,1,2,0,2,0,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f1d,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
622,Mud Rat,character,grunt,Grunts,low,Stone/Eye,3,1,1,1,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f1e,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
621,Night Prowler,character,grunt,Grunts,low,Eye/Stone,1,1,0,0,2,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f1f,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
620,Oasis Thief,character,grunt,Grunts,low,Veil/Eye,0,0,2,0,1,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f20,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
619,Oath Singer,character,grunt,Grunts,low,Eye/Oath,0,1,0,1,3,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f21,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
618,Oath Spawn,character,grunt,Grunts,low,Oath/Eye,0,1,1,3,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f22,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
617,Oathkeeper Ghost,character,grunt,Grunts,low,Veil/Eye,1,1,3,0,2,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f23,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
616,Obsidian Helm,character,grunt,Grunts,low,Eye/Wind,1,2,1,1,2,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f24,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
615,Obsidian Lion,character,grunt,Grunts,low,Stone/Veil,2,0,2,1,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f25,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
614,Oil Hydra,character,grunt,Grunts,low,Oath/Veil,0,1,1,2,0,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f26,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
613,Pale Ghast,character,grunt,Grunts,low,Eye/Wind,0,3,1,1,3,3,1,Basic Initiative,3,1,2,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f27,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
612,Pale Prophet,character,grunt,Grunts,low,Stone/Veil,1,1,1,0,0,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f28,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
611,Pale Stalker,character,grunt,Grunts,low,Eye/Wind,0,1,0,0,2,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f29,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
610,Pike Slave,character,grunt,Grunts,low,Eye/Veil,0,1,2,0,2,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f2a,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
609,Pit Champion,character,grunt,Grunts,low,Eye/Oath,1,1,0,2,3,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f2b,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
608,Pit Fighter,character,grunt,Grunts,low,Wind/Oath,1,3,0,2,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f2c,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
607,Pit Ghoul,character,grunt,Grunts,low,Eye/Oath,1,1,0,1,1,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f2d,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
606,Pit Guard,character,grunt,Grunts,low,Eye/Oath,0,1,1,1,1,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f2e,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
605,Pit Houndmaster,character,grunt,Grunts,low,Wind/Veil,1,3,2,1,1,3,1,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f2f,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
604,Pit Jailer,character,grunt,Grunts,low,Wind/Eye,1,3,0,0,2,2,0,Basic Initiative,3,1,2,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f30,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
603,Plague Bat,character,grunt,Grunts,low,Oath/Stone,1,0,1,2,0,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f31,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
602,Plague Drummer,character,grunt,Grunts,low,Eye/Oath,0,1,0,1,3,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f32,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
601,Reed Brewmaster,character,grunt,Grunts,low,Stone/Eye,2,0,1,1,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f33,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
600,Reed Leviathan,character,grunt,Grunts,low,Oath/Stone,3,0,1,3,1,3,1,Basic Initiative,3,2,1,"Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f34,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
599,Reed Serpent,character,grunt,Grunts,low,Eye/Veil,1,1,2,0,2,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f35,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
598,River Raider,character,grunt,Grunts,low,Oath/Veil,0,0,2,3,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f36,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
597,River Titan,character,grunt,Grunts,low,Eye/Oath,1,0,0,1,3,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f37,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
596,River Warlord,character,grunt,Grunts,low,Veil/Wind,0,2,2,1,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f38,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
595,River Wolf,character,grunt,Grunts,low,Wind/Veil,1,3,2,1,0,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f39,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
594,Rockgnasher Beast,character,grunt,Grunts,low,Stone/Wind,2,2,1,1,0,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f3a,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
593,Rune Centipede,character,grunt,Grunts,low,Eye/Veil,0,1,2,0,3,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f3b,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
592,Rune Horror,character,grunt,Grunts,low,Oath/Veil,0,1,2,3,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f3c,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
591,Rune Husk,character,grunt,Grunts,low,Stone/Veil,2,0,2,0,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f3d,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
590,Rust Mite,character,grunt,Grunts,low,Veil/Oath,0,0,3,2,0,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f3e,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
589,Rust Slug,character,grunt,Grunts,low,Wind/Oath,0,3,0,2,0,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f3f,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
588,Sand Archivist,character,grunt,Grunts,low,Eye/Oath,0,1,0,1,1,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f40,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
587,Sand Golem,character,grunt,Grunts,low,Stone/Wind,2,2,1,1,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f41,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
586,Sand Hyena,character,grunt,Grunts,low,Eye/Oath,0,0,1,2,2,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f42,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
585,Sand Mirage,character,grunt,Grunts,low,Wind/Eye,1,3,0,1,2,2,0,Basic Initiative,3,1,2,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f43,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
584,Sand Oracle,character,grunt,Grunts,low,Oath/Veil,0,1,2,2,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f44,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
583,Sand Wormling,character,grunt,Grunts,low,Wind/Eye,1,2,0,1,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f45,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
582,Scorpion Alchemist,character,grunt,Grunts,low,Wind/Eye,1,2,1,0,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f46,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
581,Scorpion King,character,grunt,Grunts,low,Eye/Oath,1,0,1,1,1,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f47,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
580,Scorpion Queen,character,grunt,Grunts,low,Eye/Oath,1,1,1,1,2,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f48,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
579,Screamer Wraith,character,grunt,Grunts,low,Oath/Veil,0,0,2,2,1,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f49,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
578,Serpent Queen,character,grunt,Grunts,low,Wind/Stone,1,3,1,0,0,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f4a,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
577,Sewer Leech,character,grunt,Grunts,low,Wind/Eye,0,2,1,0,1,1,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f4b,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
576,Shacklebearer Guard,character,grunt,Grunts,low,Stone/Eye,3,1,1,0,2,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f4c,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
575,Shackled Ghoul,character,grunt,Grunts,low,Stone/Wind,2,2,0,1,0,2,0,Basic Initiative,3,1,1,"Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16f4d,2026-04-05T21:41:54.631000,2026-04-05T21:41:54.631000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
